1-22,0.5
1-23,0.4206081081081081
1-24,0.6490996925779534
1-25,0.5082474226804123
1-26,0.6212121212121212
1-27,0.5643044619422573
1-28,0.5118733509234829
1-29,0.7199341021416804
1-30,0.506426735218509
1-31,0.5332302936630603
2-1,0.541153596889177
2-2,0.5350746268656716
2-3,0.5695067264573991
2-4,0.4800796812749004
2-5,0.5384234010907288
2-6,0.5
2-7,0.5360310421286031
2-8,0.5858475041140977
2-9,0.44702602230483274
2-10,0.4881516587677725
2-11,0.48442299254058796
2-12,0.51875
2-13,0.4859154929577465
2-14,0.39952718676122934
2-15,0.421978021978022
2-16,0.45176470588235296
2-17,0.44869565217391305
2-18,0.4606164383561644
2-19,0.4905263157894737
2-20,0.4596153846153846
